,Unnamed: 0,question_id,context,question,quiz_subject_id,question_image,year,number,has_image,examining_board
2342,2342,2343,,"Em cada uma das opções a seguir é apresentada uma proposta de
reescrita para o seguinte trecho do texto CG1A 1AAA: “Em ambos
os casos, o cidadão é titular de direitos e liberdades em relação ao
Estado e a outros particulares — mas permanece situado fora do
campo estatal” (L. 8 a 10). Assinale a opção em que a proposta
apresentada, além de estar gramaticalmente correta, mantém o
sentido original do texto.",5,,2017,0,0,cespe
2343,2343,2344,,A correção gramatical do texto CG3A 1AAA seria mantida caso,5,,2017,0,0,cespe
2344,2344,2345,,Assinale a opção que apresenta uma proposta de reescrita que preserva o sentido original e a correção gramatical do seguinte trecho do texto CG1A1AAA: “A democracia... povo” (l. 2 a 5).,5,,2017,0,0,cespe
2345,2345,2346,,"No texto CG1A1CCC, funciona como um dos complementos da forma verbal “causando” (l.14) o termo",5,,2017,0,0,cespe
2346,2346,2347,,"Com relação às ideias do texto CG2A1AAA, assinale a opção correta.",5,,2017,0,0,cespe
2347,2347,2348,,"A respeito das ideias e dos sentidos do texto CG2A1BBB, assinale a opção correta.",5,,2017,0,0,cespe
2348,2348,2349,,"No texto CG1A1AAA, o período “Mais valeria que a vida atravessasse as páginas da Lei Maior a se traduzir em palavras que fossem apenas a revelação da justiça” (l. 12 a 14) expressa",5,,2017,0,0,cespe
2349,2349,2350,,"Infere-se do texto CG1A1CCC queI a injustiça faz que as “gerações que vêm nascendo"" (l.3) sejam mais desonestas e rudes que as gerações passadas.II a injustiça é considerada um empecilho à atuação íntegra e idônea das gerações futuras.III a injustiça é responsável pela degradação dos homens, que, desanimados, ficam à mercê do destino.Assinale a opção correta.",5,,2017,0,0,cespe
2350,2350,2351,,"No que se refere ao gênero textual, o texto CG1A1CCC classifica-se como",5,,2017,0,0,cespe
2351,2351,2352,,"No segundo parágrafo do texto CG2A2AAA, a forma verbal “fazê-lo” (l.11) remete a",5,,2017,0,0,cespe
2352,2352,2353,,Prejudicaria a correção gramatical e o sentido original do texto CG1A2AAA a inserção de uma vírgula logo após,5,,2017,0,0,cespe
2353,2353,2354,,"De acordo com o texto CG1A1CCC, as alterações climáticas causam preocupação, entre outros motivos, porque",5,,2017,0,0,cespe
2354,2354,2355,,"Assinale a opção que apresenta uma forma verbal que, no texto CG2A1AAA, exprime uma ideia de hipótese dependente de uma condição.",5,,2017,0,0,cespe
2355,2355,2356,,"De acordo com as ideias veiculadas no texto CG1A1AAA, nos estados democráticos os partidos políticos",5,,2017,0,0,cespe
2356,2356,2357,,Em cada uma das opções a seguir é apresentada uma proposta de reescrita do segundo parágrafo do texto CG1A1AAA. Assinale a opção em que a proposta de reescrita mantém o sentido e a correção gramatical do referido texto.,5,,2017,0,0,cespe
2357,2357,2358,,"No texto CG1A1BBB, o termo “isso” (l.9) retoma as ideias anteriormente expostas, especialmente a ideia de que",5,,2017,0,0,cespe
2358,2358,2359,,"No texto CG1(A)AAA, a expressão “os direitos trabalhistas” (L.6)",5,,2017,0,0,cespe
2359,2359,2360,,"No texto CG3A 1AAA, a forma verbal “devem"", no trecho“os membros de uma corporação profissional (...) tambémdevem ser submetidos ao julgamento ético-moral"" (L. 9 a 12),foi empregada no sentido de",5,,2017,0,0,cespe
2360,2360,2361,,"Em relação aos sentidos e aos aspectos linguísticos do texto
CG3A 1BBB, assinale a opção correta.",5,,2017,0,0,cespe
2361,2361,2362,,"No período que inicia o texto CG1A2AAA, a locução “Desde que"" (l.1) introduz uma ideia de",5,,2017,0,0,cespe
2362,2362,2363,,"Acerca do papel das conjunções na organização argumentativa do texto CG2A2AAA, julgue os itens subsequentes.I A conjunção “porque"" (l.3) combina duas orações que mantêm entre si uma relação de causalidade.II A conjunção “como"" (l.6) indica uma comparação entre as afirmações das orações por ela conectadas.III A conjunção “Logo"" (l.7) introduz um período que explica o raciocínio apresentado em períodos anteriores.IV A conjunção “entretanto"" (l.18) estabelece relação de contraposição entre os conteúdos das orações por ela combinadas.Estão certos apenas os itens",5,,2017,0,0,cespe
2363,2363,2364,,"No texto CG2A1AAA, o vocábulo “conjugação” (l.8) está empregado com o sentido de",5,,2017,0,0,cespe
2364,2364,2365,,"De acordo com o texto CG1A1BBB, o processo de permineralização celular pode ser compreendido como a",5,,2017,0,0,cespe
2365,2365,2366,,"No trecho “em uma época anterior à dos dinossauros” (l. 2 e 3) do texto CG1A1BBB, o emprego do sinal indicativo de crase decorre da",5,,2017,0,0,cespe
2366,2366,2367,,"De acordo com as ideias do texto CG1A 1AAA,",5,,2017,0,0,cespe
2367,2367,2368,,"Seriam mantidas a correção gramatical e o sentido original do texto
CG1A 1AAA, caso, no trecho “Como lembra Marilena Chaui, a
cidadania se define pelos princípios da democracia, significando
necessariamente conquista e consolidação social e política”
(L. 21 a 23),",5,,2017,0,0,cespe
2368,2368,2369,,"Segundo o texto CG3A 1BBB,",5,,2017,0,0,cespe
2369,2369,2370,,"No texto CG3A 1BBB, a oração “ao se discutir uma proposta
educacional baseada em competências” (L. 25 e 26) exprime,
no período em que ocorre, uma ideia de",5,,2017,0,0,cespe
2370,2370,2371,,"A correção gramatical, a coerência e o sentido do texto CG2A1AAA seriam mantidos caso a forma verbal “tem ajudado” (l.22) fosse substituída por",5,,2017,0,0,cespe
2371,2371,2372,,A correção e o sentido do texto CG1A1AAA seriam preservados caso se inserisse uma vírgula logo após,5,,2017,0,0,cespe
2372,2372,2373,,"No texto CG1A1BBB, o vocábulo ‘emana’ (l.2) foi empregado com o sentido de",5,,2017,0,0,cespe
2373,2373,2374,,"No último parágrafo do texto CG1A1CCC, a forma pronominal “la”, em “apontá-la” (l.19), retoma",5,,2017,0,0,cespe
2374,2374,2375,,"Em relação aos aspectos linguísticos do texto CG1A2AAA, julgue os itens a seguir.

I A correção gramatical e o sentido original do texto seriam mantidos caso se substituísse “foi adotada"" (l.1) por se adotou.

II A oração “apertar a tecla branca"" (l.5) exerce, no período em que ocorre, a função de complemento da forma verbal “basta"".

III A correção gramatical do texto seria mantida caso o trecho “devem se lembrar"" (l. 14 e 15) fosse reescrito de qualquer uma das seguintes formas: devem-se lembrar ou devem lembrar-se.

Assinale a opção correta.",5,,2017,0,0,cespe
2375,2375,2376,,Compreende-se do texto CG1A1AAA que o ser humano tem direito,5,,2017,0,0,cespe
2376,2376,2377,,"Conforme as ideias do texto CG1A1BBB,",5,,2017,0,0,cespe
2377,2377,2378,,"A correção gramatical do texto CG1A1CCC seria mantida caso

I o termo “sob"" (l.7) fosse substituído por em.

II a forma verbal “ver"", em todas as suas ocorrências no segundo parágrafo, fosse flexionada no plural — verem.

III a forma verbal “é"" (l.17) fosse suprimida.

IV o acento indicativo de crase em “à opinião pública"" (l.19) fosse suprimido.

Estão certos apenas os itens",5,,2017,0,0,cespe
2378,2378,2379,,"No último período do texto CG1A 1AAA, o vocábulo “portanto”
(L.29) introduz uma ideia de",5,,2017,0,0,cespe
2379,2379,2380,,"No texto CG3A 1AAA, a locução “uma vez que"" (L.28) introduzno período em que ocorre uma ideia de",5,,2017,0,0,cespe
2380,2380,2381,,"De acordo com as ideias do texto CG1A1AAA,",5,,2017,0,0,cespe
2381,2381,2382,,"Seriam mantidas a correção gramatical e o sentido original do texto
CG1A1AAA, caso, no trecho “Como lembra Marilena Chaui, a
cidadania se define pelos princípios da democracia, significando
necessariamente conquista e consolidação social e política”
(L. 21 a 23),",5,,2017,0,0,cespe
2382,2382,2383,,"No texto CG1A1BBB, o pronome “os” (l.12) remete a",5,,2017,0,0,cespe
2383,2383,2384,,"No que diz respeito à pontuação, assinale a opção que apresenta proposta de reescrita que mantém a correção do segundo parágrafo do texto CG1A1AAA.",5,,2017,0,0,cespe
2384,2384,2385,,Em cada uma das opções a seguir é apresentado trecho do texto CG2A1AAA — entre aspas — seguido de uma proposta de reescrita desse trecho. Assinale a opção em que a proposta de reescrita mantém a correção gramatical e o sentido original do texto.,5,,2017,0,0,cespe
2385,2385,2386,,O sentido original e a correção gramatical do texto CG2A1BBB seriam preservados caso se substituísse,5,,2017,0,0,cespe
2386,2386,2387,,"No texto CG2A1BBB, a oração “para resolver determinados problemas públicos” (l.39) exprime a ideia de",5,,2017,0,0,cespe
2387,2387,2388,,"No texto CG2A1AAA, o termo “que”, empregado na linha 22, remete a",5,,2017,0,0,cespe
2388,2388,2389,,"Com base nas ideias do texto Geografia eleitoral e manutençãodo poder:..., assinale a opção correta.",5,,2016,0,0,cespe
2389,2389,2390,,"Com referência aos mecanismos de coesão e aos tempos e modos
verbais empregados no texto CB1A1AAA, assinale a opção correta.",5,,2016,0,0,cespe
2390,2390,2391,,"As opções subsequentes apresentam propostas de reescrita do
seguinte período do texto CB1A2AAA: “Acredita-se, por essa
razão, que haja uma relação entre maior nível de escolaridade
e redução da criminalidade.” (R. 21 e 22). Assinale a opção que
apresenta proposta de reescrita que preserva a correção gramatical
e o sentido original do texto.",5,,2016,0,0,cespe
2391,2391,2392,,"Cada opção a seguir apresenta um trecho adaptado de texto jurídico
veiculado na Internet. Assinale a opção que apresenta trecho claro,
conciso, objetivo e gramaticalmente correto.",5,,2016,0,0,cespe
2392,2392,2393,,"A correção e o sentido original do texto seriam mantidos caso se
substituísse",5,,2016,0,0,cespe
2393,2393,2394,,"Para o autor do texto II, a solução do problema do lixo nas cidades grandes passa pela",5,,2016,0,0,cespe
2394,2394,2395,,"No texto III, o pronome isso, em “A partir disso” (l.11), refere-se",5,,2016,0,0,cespe
2395,2395,2396,,"Considerando a importância do discurso ao operador do direito e o
que se espera da linguagem jurídica de qualidade, acessível a quem
recorre à justiça, assinale a opção correta.",5,,2016,0,0,cespe
2396,2396,2397,,"No que se refere aos aspectos linguísticos do texto CB1A1AAA,
assinale a opção correta.",5,,2016,0,0,cespe
2397,2397,2398,,A oração “que já se cometeram” (R.18),5,,2016,0,0,cespe
2398,2398,2399,,"A correção gramatical e o sentido original do texto Incidência do
ITCD sobre doações a candidatos seriam mantidos caso se
substituísse",5,,2016,0,0,cespe
2399,2399,2400,,"Cada uma das opções a seguir apresenta um trecho do texto A
participação política das mulheres no Brasil:... — indicado entre
aspas —, seguido de uma proposta de reescrita desse mesmo trecho.
Assinale a opção em que a reescrita, além de manter o sentido da
informação originalmente apresentada, também preserva a correção
gramatical do texto.",5,,2016,0,0,cespe
2400,2400,2401,,"Considerando as informações apresentadas no texto I, assinale a opção correta.",5,,2016,0,0,cespe
2401,2401,2402,,"No texto II, sem prejuízo do sentido original e da correção gramatical do trecho “Para que isso seja possível, será necessária a implantação ou a ampliação da coleta seletiva de lixo, além de apoio efetivo ao trabalho desenvolvido pelas cooperativas de catadores” (l. 15 a 18), as palavras “possível” e “efetivo” poderiam ser substituídas, respectivamente, por",5,,2016,0,0,cespe
2402,2402,2403,,"Seriam mantidos o sentido e a correção gramatical do texto III caso a palavra “Portanto”, no trecho “Portanto, o que importava naquele momento era a arte em si e não o nome de seu autor” (l. 20 e 21), fosse substituída por",5,,2016,0,0,cespe
2403,2403,2404,,O texto IV,5,,2016,0,0,cespe
2404,2404,2405,,"Assinale a opção correta com relação a aspectos linguísticos do
texto Elegibilidade dos analfabetos:....",5,,2016,0,0,cespe
2405,2405,2406,,"De acordo com as ideias do texto A participação política das
mulheres no Brasil:...,",5,,2016,0,0,cespe
2406,2406,2407,,"Conforme o texto Incidência do ITCD sobre doações a
candidatos,",5,,2016,0,0,cespe
2407,2407,2408,,Assinale a opção correta acerca dos aspectos linguísticos e dos sentidos do texto Geografia eleitoral e manutenção do poder:....,5,,2016,0,0,cespe
2408,2408,2409,,"De acordo com o texto CB1A1AAA,",5,,2016,0,0,cespe
2409,2409,2410,,"No texto CB1A2AAA, a palavra “aversão” (R.6) foi empregada no
sentido de",5,,2016,0,0,cespe
2410,2410,2411,,"Considerando os vocábulos e as expressões empregadas no texto
4A5AAA, assinale a opção correta.",5,,2016,0,0,cespe
2411,2411,2412,,"imagemA respeito das ideias do texto precedente, assinale a opção correta.",5,,2016,0,0,cespe
2412,2412,2413,,"No mundo, cada vez mais se cristaliza a ideia de que, noque concerne à gestão das finanças públicas, é necessáriocompromisso de médio e longo prazo com a disciplina fiscal.Diversos países passaram a adotar leis como instrumentoinstitucional para sinalizar e diminuir a interferência política sobretal compromisso, chamado genericamente de lei deresponsabilidade fiscal (LRF). De maneira geral, as LRFs trazemprincípios, objetivos e regras de conduta, que refletem também, emgrande parte, nas leis que tratam do processo orçamentário.No Brasil, a consolidação dessa cultura acontece acada dia, mas ganhou um marco institucional importantíssimo coma promulgação da Lei Complementar n.º 101/2000. Assim, àsvésperas de um novo século, o país recebeu a sua LRF.O Brasil pode se orgulhar de ter construído sua própriaLRF, uma lei made in Brazil e que incorpora os aspectos bons eruins da cultura brasileira, a partir de um aprendizado internacional.Não o fez por imposição internacional, mas por uma necessidadepremente e legítima da sociedade.Hoje, o país se apresenta ao mundo como uma naçãodiferenciada, e isso se deve ao progresso institucional realizado nosúltimos vinte anos, iniciado a partir da crença na necessidade dereforma e de institucionalização dos processos, de padronização dedeterminadas condutas, de direcionamento para novos rumos ecorreções de eventuais desvios, embora ainda seja necessárioavançar na consolidação dos marcos regulatórios que existem econstruir outros tantos mais.Paulo Henrique Feijó e Pedro Jucá Maciel. O nascimento da Lei de ResponsabilidadeFiscal e as perspectivas de aprimoramento institucional. In: Revista Digital doTribunal de Contas do Estado do Paraná, n.º 13, jul. - set./2015 (com adaptações).Tomando como base as ideias expressas no texto antecedente,assinale a opção correta.",5,,2016,0,0,cespe
2413,2413,2414,,"De acordo com as informações presentes no texto I,",5,,2016,0,0,cespe
2414,2414,2415,,Assinale a opção que apresenta um termo que exerce a função de objeto direto na oração do texto I em que ocorre.,5,,2016,0,0,cespe
2415,2415,2416,,"Em cada uma das opções a seguir é apresentada uma proposta de reescrita para o quarto parágrafo do texto III, a seguir transcrito.“É importante ressaltar que o grafite, inicialmente, foi uma arte caracterizada pela autoria anônima, por meio da qual o grafiteiro transformava a cidade em um importante suporte de comunicação artística sem delimitação de espaço, de mensagem ou de mensageiro.""Assinale a opção em que a proposta apresentada preserva o sentido original e a correção gramatical do texto.",5,,2016,0,0,cespe
2416,2416,2417,,"De acordo com o texto IV,",5,,2016,0,0,cespe
2417,2417,2418,,"Ainda com relação aos aspectos linguísticos do texto Geografia
eleitoral e manutenção do poder:..., assinale a opção correta.",5,,2016,0,0,cespe
2418,2418,2419,,"Conforme as ideias do texto Elegibilidade dos analfabetos:...,",5,,2016,0,0,cespe
2419,2419,2420,,"A correção e a coerência do texto Elegibilidade dos analfabetos:...
seriam mantidas caso",5,,2016,0,0,cespe
2420,2420,2421,,"Acerca das estruturas linguísticas do texto O papel da ética no
processo eleitoral, assinale a opção correta.",5,,2016,0,0,cespe
2421,2421,2422,,Seriam mantidos o sentido original e a correção gramatical do texto II caso o trecho “por não reciclar” (l.31) fosse substituído por,5,,2016,0,0,cespe
2422,2422,2423,,"De acordo com o texto III, o grafite",5,,2016,0,0,cespe
2423,2423,2424,,Assinale a opção que apresenta um trecho do texto III que contém uma oração na voz passiva.,5,,2016,0,0,cespe
2424,2424,2425,,"Seriam mantidas a coerência e a correção gramatical do texto IV, caso a forma verbal “tiveram” (l.17) fosse substituída por",5,,2016,0,0,cespe
2425,2425,2426,,"No texto 4A5AAA, predomina a linguagem",5,,2016,0,0,cespe
2426,2426,2427,,"Para privilegiar a clareza de determinado texto jurídico, seria
semanticamente correto substituir",5,,2016,0,0,cespe
2427,2427,2428,,"Texto CB1A1AAAO processo de investigação e combate à corrupção que oBrasil experimenta hoje tem sido acompanhado da circulação detoda sorte de discursos sobre o tema, elaborados por diversosagentes sociais que disputam a atenção e o convencimento dosparticipantes da esfera pública. A maior parte desses discursos nãoestá preocupada em refletir sobre as causas e as consequências dacorrupção, mas sim em apresentar uma série de afirmações fortessobre seu combate.O nosso debate público parece marcado por um excesso decertezas e muito poucas dúvidas sobre a corrupção, exatamente ooposto da situação imperante no campo dos estudos acadêmicossobre esse assunto. Dizem especialistas em corrupção que apesquisa sobre o tema é muito recente e ainda não produziuresultados conclusivos. Não há receitas prontas para combater acorrupção nos diversos países; tampouco há uma definição clarasobre que tipo de ação se deve considerar corrupção.Para ficar apenas em um exemplo, o conceito de corrupçãocomo abuso da função pública para obter fins privados tem sidoquestionado, com a proposta de que o termo ""corrupção"" passe aincluir práticas que não se refiram ao Estado e não envolvamfuncionários públicos — por exemplo, práticas consideradas lícitasque buscam influenciar o mercado, como o lobby, e ofinanciamento de campanha. Alguns autores questionam se alegalização dessas práticas não produziu uma situação na qualinteresses econômicos terminam simplesmente reconhecidos pelasleis, em uma verdadeira legalização de práticas antes consideradascorruptas por permitirem a influência privada sobre os agentespúblicos.Além disso, o suposto sucesso de receitas de boagovernança contra a corrupção, hoje indicadas por organizaçõesinternacionais como o Banco Mundial, tem sido relativizado poranálises qualitativas que apontam para a necessidade de se conhecercada contexto social antes de se pensar nas medidas anticorrupçãoe estratégias destinadas a implementá-las.José Rodrigo Rodriguez. Contra o fanatismo textualista: corrupção,jeitinho brasileiro e estado de direito. In: Novos Estudos CEBRAP,edição 104, mar./2016, p. 61-2 (com adaptações).Em cada uma das opções a seguir é apresentada uma proposta dereescrita para o seguinte período do texto CB1A1AAA: “Não háreceitas prontas para combater a corrupção nos diversos países;tampouco há uma definição clara sobre que tipo de ação se deveconsiderar corrupção."" Assinale a opção em que a reescritaapresentada mantém a correção gramatical e o sentido original doperíodo.",5,,2016,0,0,cespe
2428,2428,2429,,"Nas opções a seguir, constam propostas de reescrita do trecho “Há
outras razões pelas quais se podem associar educação e redução da
criminalidade.” (R. 11 e 12). Assinale a opção em que a proposta
apresentada mantém o sentido original, a formalidade e a correção
gramatical do texto CB1A2AAA.",5,,2016,0,0,cespe
2429,2429,2430,,"Com base nas ideias do texto O papel da ética no processo
eleitoral, assinale a opção correta.",5,,2016,0,0,cespe
2430,2430,2431,,"Assinale a opção correta acerca dos aspectos linguísticos do texto
Geografia eleitoral e manutenção do poder:....",5,,2016,0,0,cespe
2431,2431,2432,,"Considerando as informações do texto 4A5AAA e a linguagem nele
empregada, assinale a opção correta.",5,,2016,0,0,cespe
2432,2432,2433,,"Texto CB1A1AAAO processo de investigação e combate à corrupção que oBrasil experimenta hoje tem sido acompanhado da circulação detoda sorte de discursos sobre o tema, elaborados por diversosagentes sociais que disputam a atenção e o convencimento dosparticipantes da esfera pública. A maior parte desses discursos nãoestá preocupada em refletir sobre as causas e as consequências dacorrupção, mas sim em apresentar uma série de afirmações fortessobre seu combate.O nosso debate público parece marcado por um excesso decertezas e muito poucas dúvidas sobre a corrupção, exatamente ooposto da situação imperante no campo dos estudos acadêmicossobre esse assunto. Dizem especialistas em corrupção que apesquisa sobre o tema é muito recente e ainda não produziuresultados conclusivos. Não há receitas prontas para combater acorrupção nos diversos países; tampouco há uma definição clarasobre que tipo de ação se deve considerar corrupção.Para ficar apenas em um exemplo, o conceito de corrupçãocomo abuso da função pública para obter fins privados tem sidoquestionado, com a proposta de que o termo “corrupção"" passe aincluir práticas que não se refiram ao Estado e não envolvamfuncionários públicos — por exemplo, práticas consideradas lícitasque buscam influenciar o mercado, como o lobby, e ofinanciamento de campanha. Alguns autores questionam se alegalização dessas práticas não produziu uma situação na qualinteresses econômicos terminam simplesmente reconhecidos pelasleis, em uma verdadeira legalização de práticas antes consideradascorruptas por permitirem a influência privada sobre os agentespúblicos.Além disso, o suposto sucesso de receitas de boagovernança contra a corrupção, hoje indicadas por organizaçõesinternacionais como o Banco Mundial, tem sido relativizado poranálises qualitativas que apontam para a necessidade de se conhecercada contexto social antes de se pensar nas medidas anticorrupçãoe estratégias destinadas a implementá-las.José Rodrigo Rodriguez. Contra o fanatismo textualista: corrupção,jeitinho brasileiro e estado de direito. In: Novos Estudos CEBRAP,edição 104, mar./2016, p. 61-2 (com adaptações).No que se refere às ideias expressas no texto CB1A1AAA, assinale
a opção correta.",5,,2016,0,0,cespe
2433,2433,2434,,"Quanto aos termos empregados no texto CB1A1AAA, às ideias nele
contidas e à ortografia oficial da língua portuguesa, assinale a opção
correta.",5,,2016,0,0,cespe
2434,2434,2435,,"Levando em conta os sentidos do texto II, assinale a opção correta.",5,,2016,0,0,cespe
2435,2435,2436,,"Assinale a opção correta a respeito dos aspectos linguísticos e dos sentidos do último período do primeiro parágrafo do texto II: ""Os lixões deverão dar lugar a aterros sanitários, que, se não representam uma solução perfeita, ao menos são locais mais adequados para o depósito dos rejeitos, uma vez que evitam problemas como os citados anteriormente”.",5,,2016,0,0,cespe
2436,2436,2437,,Seriam mantidos o sentido original e a correção gramatical do texto IV caso fosse suprimida a vírgula empregada logo após,5,,2016,0,0,cespe
