,id,text,question_id,is_correct,has_image_alt,alternative,answer_image
69,70,"o retorno dos valores cristãos medievais, presentes nos documentos do Concílio Vaticano II.",14,0,0,e,
70,71,"buscavam o êxito, descurando as virtudes cívicas.",15,0,0,a,
71,72,tinham na vida moral uma garantia de enriquecimento rápido.,15,0,0,b,
72,73,valorizavam um conceito de honra dissociado do comportamento ético.,15,0,0,c,
73,74,relacionavam a conduta moral dos indivíduos com o progresso econômico.,15,1,0,d,
74,75,acreditavam que o comportamento casto perturbava a harmonia doméstica.,15,0,0,e,
75,76,"tinha profundas conexões com a justiça, razão pela qual o tempo livre dos cidadãos deveria ser dedicado às atividades vinculadas aos tribunais.",16,0,0,a,
76,77,"vivida pelos atenienses era, de fato, restrita àqueles que se dedicavam à política e que tinham tempo para resolver os problemas da cidade.",16,1,0,b,
77,78,"possui uma dimensão histórica que deve ser criticada, pois é condenável que os políticos de qualquer época fiquem entregues à ociosidade, enquanto o resto dos cidadãos tem de trabalhar.",16,0,0,c,
78,79,"era entendida como uma dignidade própria dos grupos sociais superiores, fruto de uma concepção política profundamente hierarquizada da sociedade.",16,0,0,d,
79,80,"estava vinculada, na Grécia Antiga, a uma percepção política democrática, que levava todos os habitantes da pólis a participarem da vida cívica.",16,0,0,e,
80,81,"Brasil, glória no passado, grandeza no presente.",17,0,0,a,
81,82,"Brasil, terra bela, pátria grande.",17,1,0,b,
82,83,"Brasil, gigante pela própria natureza.",17,0,0,c,
83,84,"Brasil, um país que vai pra frente.",17,0,0,d,
84,85,"Brasil, a eterna esperança.",17,0,0,e,
85,86,a Constituição de 1934 avançou ao reduzir a idade mínima para votar.,18,0,0,a,
86,87,"a Constituição de 1891, ao se referir a cidadãos, referia-se também às mulheres.",18,0,0,b,
87,88,os textos de ambas as Cartas permitiam que qualquer cidadão fosse eleitor.,18,0,0,c,
88,89,o texto da carta de 1891 já permitia o voto feminino.,18,0,0,d,
89,90,a Constituição de 1891 considerava eleitores apenas indivíduos do sexo masculino.,18,1,0,e,
90,91,consolidar a imagem de Vargas como um governante protetor das massas.,19,0,0,a,
91,92,"aumentar os grupos de discussão política dos trabalhadores, estimulados pelas palavras do ministro.",19,0,0,b,
92,93,"conscientizar os trabalhadores de que os direitos sociais foram conquistados por seu esforço, após anos de lutas sindicais.",19,0,0,c,
93,94,"promover a autonomia dos grupos sociais, por meio de uma linguagem simples e de fácil entendimento.",19,1,0,d,
94,95,"estimular os movimentos grevistas, que reivindicavam um aprofundamento dos direitos trabalhistas.",19,0,0,e,
95,96,estimular a formação de propriedades comunais.,20,0,0,a,
96,97,vincular democracia e possibilidades econômicas individuais.,20,0,0,b,
97,98,defender a obrigação de que todos os indivíduos tenham propriedades.,20,0,0,c,
98,99,submeter o indivíduo à proteção do governo.,20,1,0,d,
99,100,hierarquizar os indivíduos segundo suas posses.,20,0,0,e,
100,101,"Devido à falta de recursos naturais a serem explorados no Brasil, conflitos étnicos e culturais como os ocorridos na África estiveram ausentes no período da independência e formação do Estado brasileiro.",21,0,0,a,
101,102,"A maior distinção entre os processos histórico formativos dos continentes citados é a que se estabelece entre colonizador e colonizado, ou seja, entre a Europa e os demais.",21,1,0,b,
102,103,"À época das conquistas, a América Latina, a África e a Ásia tinham sistemas políticos e administrativos muito mais sofisticados que aqueles que lhes foram impostos pelo colonizador.",21,0,0,c,
103,104,"Comparadas ao México e ao Peru, as instituições brasileiras, por terem sido eliminadas à época da conquista, sofreram mais influência dos modelos institucionais europeus.",21,0,0,d,
104,105,"O modelo histórico da formação do Estado asiático equipara-se ao brasileiro, pois em ambos se manteve o espírito das formas de organização anteriores à conquista.",21,0,0,e,
105,106,a Constituição de 1937 seria a preparação para uma futura democracia liberal.,22,0,0,a,
106,107,Vargas seria o homem capaz de exercer o poder de modo inteligente e correto.,22,0,0,b,
107,108,"os eleitores, políticos e juízes seriam mal-intencionados.",22,0,0,c,
108,109,"o governo Vargas seria um mal necessário, mas transitório.",22,0,0,d,
109,110,Vargas seria o homem adequado para implantar a democracia de partidos.,22,1,0,e,
110,111,os ingredientes em decomposição das poções mágicas eram condenados porque afetavam a saúde da população.,23,0,0,a,
111,112,"as feiticeiras representavam séria ameaça à sociedade, pois eram perceptíveis suas tendências feministas.",23,0,0,b,
112,113,os cristãos deviam preservar a instituição do casamento recorrendo exclusivamente aos ensinamentos da Igreja.,23,0,0,c,
113,114,"o problema dos métodos citados no trecho residia na dissimulação, que acabava por enganar o enfeitiçado.",23,0,0,d,
114,115,o diabo era um concorrente poderoso da autoridade da Igreja e somente a justiça do fogo poderia eliminá-lo.,23,1,0,e,
115,116,"o Brasil é um país periférico na ordem mundial, devido às diferentes conjunturas de inserção internacional.",24,0,0,a,
116,117,"as possibilidades de fazer prevalecer ideias e conceitos próprios, no que tange aos temas do comércio internacional e dos países em desenvolvimento, são mínimas.",24,0,0,b,
117,118,as brechas do sistema internacional não foram bem aproveitadas para avançar posições voltadas para a criação de uma área de cooperação e associação integrada a seu entorno geográfico.,24,0,0,c,
118,119,os grandes debates nacionais acerca da inserção internacional do Brasil foram embasados pelas elites do Império e da República por meio de consultas aos diversos setores da população.,24,0,0,d,
119,120,"a atuação do Brasil em termos de política externa evidencia que o país tem capacidade decisória própria, mesmo diante dos constrangimentos internacionais.",24,1,0,e,
120,121,"do repúdio que os escravos trabalhadores dos portos demonstravam contra os marinheiros, porque estes representavam a elite branca opressora.",25,1,0,a,
121,122,"da expulsão de vários líderes negros independentistas, que defendiam a implantação de uma república negra, a exemplo do Haiti.",25,0,0,b,
122,123,"dos rumores acerca da revolta escrava do Haiti, que circulavam entre a população escrava e entre os mestiços pobres, alimentando seu desejo por mudanças.",25,0,0,c,
123,124,"da rejeição aos portugueses, brancos, que significava a rejeição à opressão da Metrópole, como ocorreu na Noite das Garrafadas.",25,0,0,d,
124,125,"do apoio que escravos e negros forros deram à monarquia, com a perspectiva de receber sua proteção contra as injustiças do sistema escravista.",25,0,0,e,
125,126,os novos teares exigiam treinamento especializado para serem operados.,26,0,0,a,
126,127,"os artesãos, no período anterior, combinavam a tecelagem com o cultivo de subsistência.",26,0,0,b,
127,128,os trabalhadores não especializados se apropriaram dos lugares dos antigos artesãos nas fábricas.,26,0,0,c,
128,129,a invenção do tear propiciou o surgimento de novas relações sociais.,26,1,0,d,
129,130,os tecelões mais hábeis prevaleceram sobre os inexperientes.,26,0,0,e,
130,131,a erradicação da fome no mundo.,27,0,0,a,
131,132,o aumento das áreas rurais e a diminuição das áreas urbanas.,27,0,0,b,
132,133,"a maior demanda por recursos naturais, entre os quais os recursos energéticos.",27,1,0,c,
133,134,a menor necessidade de utilização de adubos e corretivos na agricultura.,27,0,0,d,
134,135,"o contínuo aumento da oferta de emprego no setor primário da economia, em face da mecanização.",27,0,0,e,
135,136,"as populações nos grandes centros urbanos e no meio rural recorrem aos instrumentos e tecnologias de informação basicamente como meio de comunicação mútua, e não os veem como fontes de educação e cultura.",28,1,0,a,
136,137,"a intensificação do fluxo de comunicação por meios eletrônicos, característica do processo de globalização, está dissociada do desenvolvimento social e cultural que ocorre no meio rural.",28,0,0,b,
137,138,"a ampla difusão das tecnologias de informação nos centros urbanos e no meio rural suscita o contato entre diferentes culturas e, ao mesmo tempo, traz a necessidade de reformular as concepções tradicionais de educação.",28,0,0,c,
138,139,"a apropriação, por parte de um grupo social, de valores e ideias de outras culturas para benefício próprio é fonte de conflitos e ressentimentos.",28,0,0,d,
139,140,"as mudanças sociais e culturais que acompanham o processo de globalização, ao mesmo tempo em que refletem a preponderância da cultura urbana, tornam obsoletas as formas de educação tradicionais próprias do meio rural.",28,0,0,e,
140,141,o processo de migração para o Sudeste contribui para o fenômeno conhecido como inchaço urbano.,29,0,0,a,
141,142,"as migrações para o sudeste desencadearam a valorização do trabalho manual, sobretudo na década de 80.",29,0,0,b,
142,143,"a falta de especialização dos migrantes é positiva para os empregadores, pois significa maior versatilidade profissional.",29,1,0,c,
143,144,o processo migratório foi desencadeado por ações de governo para viabilizar a produção industrial no Sudeste.,29,0,0,d,
144,145,os governos estaduais do Sudeste priorizaram a qualificação da mão-de-obra migrante.,29,0,0,e,
145,146,"ambiente de pobreza e privação, que carece de conforto mínimo para a sobrevivência da família.",30,0,0,a,
146,147,"mundo mágico, capaz de recuperar o encantamento perdido durante o período de decadência da aristocracia rural mineira.",30,0,0,b,
147,148,"cena familiar, na qual o calor humano dos habitantes da casa ocupa o primeiro plano, compensando a frieza e austeridade dos objetos antigos.",30,0,0,c,
148,149,"símbolo de um passado ilustre que, apesar de superado, ainda resiste à sua total dissolução graças ao cuidado e asseio que a família dispensa à conservação da casa.",30,0,0,d,
149,150,"espaço arruinado, onde os objetos perderam seu esplendor e sobre os quais a vida repousa como lembrança de um passado que está em vias de desaparecer completamente.",30,1,0,e,
150,151,os fazendeiros puderam prescindir da mão-de-obra europeia e contrataram trabalhadores brasileiros provenientes de outras regiões para trabalhar em suas plantações.,31,0,0,a,
151,152,"as notícias de terras acessíveis atraíram para São Paulo grande quantidade de imigrantes, que adquiriram vastas propriedades produtivas.",31,1,0,b,
152,153,"o percurso dos imigrantes até o interior, antes das ferrovias, era feito a pé ou em muares; no entanto, o tempo de viagem era aceitável, uma vez que o café era plantado nas proximidades da capital, São Paulo.",31,0,0,c,
153,154,a expansão da malha ferroviária pelo interior de São Paulo permitiu que mão-de-obra estrangeira fosse contratada para trabalhar em cafezais de regiões cada vez mais distantes do porto de Santos.,31,0,0,d,
154,155,"o escoamento da produção de café se viu beneficiado pelos aportes de capital, principalmente de colonos italianos, que desejavam melhorar sua situação econômica.",31,0,0,e,
155,156,constituírem um passo importante para a diminuição das desigualdades sociais causadas pela polarização social e pela segregação urbana.,32,0,0,a,
156,157,"terem sido diretamente impactadas pelo processo de internacionalização da economia, desencadeado a partir do final dos anos 1970.",32,0,0,b,
157,158,terem sua origem diretamente relacionadas ao processo de colonização ocidental do século XIX.,32,0,0,c,
158,159,possuírem o mesmo nível de influência no cenário mundial.,32,1,0,d,
159,160,fortalecerem os laços de cidadania e solidariedade entre os membros das diversas comunidades.,32,0,0,e,
160,161,negociam com os fazendeiros o reajuste dos honorários e a redução da carga horária de trabalho.,33,0,0,a,
161,162,defendem os direitos dos consumidores junto aos armazéns e mercados das fazendas e carvoarias.,33,0,0,b,
162,163,substituem as autoridades policiais e jurídicas na resolução dos conflitos entre patrões e empregados.,33,0,0,c,
163,164,encaminham denúncias ao Ministério Público e promovem ações de conscientização dos trabalhadores.,33,1,0,d,
164,165,fortalecem a administração pública ao ministrarem aulas aos seus servidores.,33,0,0,e,
165,166,"a situação conflituosa vivida no campo, que impede o crescimento da produção agrícola.",34,0,0,a,
166,167,os sistemas de cultivo mecanizado voltados para o abastecimento do mercado interno.,34,0,0,b,
167,168,a baixa inserção de sua agricultura no comércio mundial.,34,1,0,c,
168,169,a quantidade insuficiente de mão-de-obra para o trabalho agrícola.,34,0,0,d,
169,170,a presença de estruturas agrárias arcaicas formadas por latifúndios improdutivos.,34,0,0,e,
170,171,as duas civilizações tinham cidades autônomas e independentes entre si.,35,0,0,a,
171,172,"os povos do Xingu falavam uma mesma língua, tal como nas cidades-Estado da Grécia.",35,0,0,b,
172,173,as cidades do Xingu dedicavam-se à arte e à filosofia tal como na Grécia.,35,1,0,c,
173,174,as ruínas das cidades mencionadas atestam que grandes epidemias dizimaram suas populações.,35,0,0,d,
174,175,"as cidades do Xingu desenvolveram a democracia, tal como foi concebida em Tebas.",35,0,0,e,
175,176,"a diminuição do comércio entre países e regiões, que se tornaram autossuficientes na produção de bens e serviços.",36,0,0,a,
176,177,"a ocorrência de desastres ambientais de grandes proporções, como no caso de derramamento de óleo por navios petroleiros.",36,1,0,b,
177,178,"a melhora generalizada das condições de vida da população mundial, a partir da eliminação das desigualdades econômicas na atualidade.",36,0,0,c,
178,179,"o desmatamento, que eliminou grandes extensões de diversos biomas improdutivos, cujas áreas passaram a ser ocupadas por centros industriais modernos.",36,0,0,d,
179,180,"o aumento demográfico mundial, sobretudo nos países mais desenvolvidos, que apresentam altas taxas de crescimento vegetativo.",36,0,0,e,
180,181,"do norte do Mato Grosso, área de expansão da agricultura mecanizada, é a mais violenta do país.",37,0,0,a,
181,182,da Zona da Mata mineira teve o maior registro de mortes.,37,1,0,b,
182,183,conhecida historicamente como das Missões Jesuíticas é a de maior violência.,37,0,0,c,
183,184,do Bico do Papagaio apresenta os números mais expressivos.,37,0,0,d,
184,185,conhecida como oeste baiano tem o maior número de mortes.,37,0,0,e,
185,186,"garantir, aos países em desenvolvimento, acesso a matérias-primas e energia, necessárias ao crescimento econômico.",38,1,0,a,
186,187,"contribuir para a redução da poluição em áreas ambientalmente já degradadas devido ao grande volume da produção industrial, como ocorreu na Europa.",38,0,0,b,
187,188,"promover a participação dos combustíveis fósseis na matriz energética mundial, dominada, majoritariamente, pelas fontes renováveis, de maior custo.",38,0,0,c,
188,189,situar-se em uma zona geopolítica mais estável que o Oriente Médio.,38,0,0,d,
189,190,"possibilitar o povoamento de uma região pouco habitada, além de promover seu desenvolvimento econômico.",38,0,0,e,
190,191,a cultura dos povos é reduzida a exemplos esquemáticos que não encontram respaldo na história do Brasil ou da América.,39,0,0,a,
191,192,"as cidades, na primeira afirmação, têm um papel mais fraco na vida social, enquanto a América é mostrada como um exemplo a ser evitado.",39,0,0,b,
192,193,"a objeção inicial, de que as cidades não podem ser inventadas, é negada logo em seguida pelo exemplo utópico da colonização da América.",39,0,0,c,
193,194,"a concepção fundamental da primeira afirmação defende a construção de cidades e a segunda mostra, historicamente, que essa estratégia acarretou sérios problemas.",39,0,0,d,
194,195,"a primeira entende que as cidades devem ser organismos vivos, que nascem de forma espontânea, e a segunda mostra que há exemplos históricos que demonstram o contrário.",39,1,0,e,
195,196,"a região Norte apresenta o segundo menor percentual de imóveis produtivos, possivelmente em razão da presença de densa cobertura florestal, protegida por legislação ambiental.",40,1,0,a,
196,197,"a região Centro-Oeste apresenta o menor percentual de área ocupada por minifúndios, o que inviabiliza políticas de reforma agrária nesta região.",40,0,0,b,
197,198,imóveis improdutivos são predominantes em relação às demais formas de ocupação da terra no âmbito nacional e na maioria das regiões.,40,0,0,c,
198,199,"o índice de 63,8% de imóveis improdutivos demonstra que grande parte do solo brasileiro é de baixa fertilidade, impróprio para a atividade agrícola.",40,0,0,d,
199,200,"o percentual de imóveis improdutivos iguala-se ao de imóveis produtivos somados aos minifúndios, o que justifica a existência de conflitos por terra.",40,0,0,e,
200,201,“Que devora a voz do morto” (v. 9).,41,0,0,a,
201,202,“lobo-bolo//Tipo pra rimar com ouro de tolo? (v. 11-12),41,0,0,b,
202,203,"“Tease me, tease me outra vez” (v. 14)",41,0,0,c,
203,204,“Quando um doce bardo brada a toda brida” (v. 2).,41,1,0,d,
204,205,"“Em velas pandas, suas esquisitas rimas?” (v. 3).",41,0,0,e,
205,206,é o leitor que constrói a versão final do texto.,42,1,0,a,
206,207,o autor detém o controle absoluto do que escreve.,42,0,0,b,
207,208,aclara os limites entre o leitor e o autor.,42,0,0,c,
208,209,propicia um evento textual-interativo em que apenas o autor é ativo.,42,0,0,d,
209,210,só o autor conhece o que eletronicamente se dispõe para o leitor.,42,0,0,e,
210,211,24.,43,0,0,a,
211,212,32.,43,1,0,b,
212,213,4.,43,0,0,c,
213,214,8.,43,0,0,d,
214,215,16.,43,0,0,e,
215,216,podem ser exploradas sem causarem alterações ambientais.,44,0,0,a,
216,217,já estão comprometidas com o setor industrial interno daquele país.,44,0,0,b,
217,218,a Venezuela é uma grande potência energética mundial.,44,0,0,c,
218,219,a Venezuela já está integrada ao MERCOSUL.,44,0,0,d,
219,220,"são reservas comprovadas, mas ainda inexploradas.",44,1,0,e,
220,221,a criação de parques ecológicos na área do pantanal mato-grossense.,45,0,0,a,
221,222,"a proibição da pesca e da caça, que tanto ameaçam a biodiversidade.",45,0,0,b,
222,223,"o aumento das pastagens na área da planície, para que a cobertura vegetal, composta de gramíneas, evite a erosão do solo.",45,0,0,c,
223,224,"o controle do desmatamento e da erosão, principalmente nas nascentes dos rios responsáveis pelo nível das águas durante o período de cheias.",45,1,0,d,
224,225,"a construção de barragens, para que o nível das águas dos rios seja mantido, sobretudo na estiagem, sem prejudicar os ecossistemas.",45,0,0,e,
225,226,"as áreas com escassez hídrica na América do Sul se restringem às regiões tropicais, onde as médias de temperatura anual são mais altas, justificando a falta de desenvolvimento e os piores indicadores sociais.",46,0,0,a,
226,227,"o mesmo tipo de cobertura vegetal é encontrado nas áreas superáridas, áridas e semiáridas, mas essa cobertura, embora adaptada às condições climáticas, é desprovida de valor econômico.",46,1,0,b,
227,228,"a existência de áreas superáridas, áridas e semiáridas é resultado do processo de desertificação, de intensidade variável, causado pela ação humana.",46,0,0,c,
228,229,"o emprego de modernas técnicas de irrigação possibilitou a expansão da agricultura em determinadas áreas do semiárido, integrando-as ao comércio internacional.",46,0,0,d,
229,230,"o semiárido, por apresentar déficit de precipitação, passou a ser habitado a partir da Idade Moderna, graças ao avanço científico e tecnológico.",46,0,0,e,
230,231,o Tratado de Madri reconheceu a expansão portuguesa além da linha de Tordesilhas.,47,0,0,a,
231,232,"Portugal, pelo Tratado de San Ildefonso, perdia territórios na América em relação ao de Tordesilhas.",47,0,0,b,
232,233,o Tratado de Madri criou a divisão administrativa da América Portuguesa em Vice-Reinos Oriental e Ocidental.,47,1,0,c,
233,234,"Portugal, pelo Tratado de Tordesilhas, detinha o controle da foz do rio Amazonas.",47,0,0,d,
234,235,o Tratado de Tordesilhas utilizava os rios como limite físico da América portuguesa.,47,0,0,e,
235,236,"Belo Horizonte, e em seguida embarcou para Curitiba.",48,0,0,a,
236,237,"Belo Horizonte, e em seguida embarcou para Salvador.",48,1,0,b,
237,238,"Boa Vista, e em seguida embarcou para Porto Velho.",48,0,0,c,
238,239,"Goiânia, e em seguida embarcou para o Rio de Janeiro.",48,0,0,d,
239,240,"Goiânia, e em seguida embarcou para Manaus.",48,0,0,e,
240,241,ampliasse a medida do lado do quadrado em 4%.,49,0,0,a,
241,242,ampliasse a área do quadrado em 4%.,49,0,0,b,
242,243,duplicasse a medida do lado do quadrado.,49,1,0,c,
243,244,triplicasse a medida do lado do quadrado.,49,0,0,d,
244,245,triplicasse a área do quadrado.,49,0,0,e,
245,246,,50,0,1,a,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2009/86-images/alt_img_2.png
246,247,,50,0,1,b,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2009/86-images/alt_img_3.png
247,248,,50,0,1,c,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2009/86-images/alt_img_4.png
248,249,,50,1,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2009/86-images/alt_img_0.png
249,250,,50,0,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2009/86-images/alt_img_1.png
250,251,os genótipos e os fenótipos idênticos.,51,0,0,a,
251,252,os genótipos idênticos e os fenótipos diferentes.,51,1,0,b,
252,253,diferenças nos genótipos e fenótipos.,51,0,0,c,
253,254,o mesmo fenótipo e apenas dois genótipos diferentes.,51,0,0,d,
254,255,o mesmo fenótipo e grande variedade de genótipos.,51,0,0,e,
255,256,o processo respiratório é responsável pela retirada de carbono da atmosfera.,52,0,0,a,
256,257,"a produção de biomassa e de combustível fóssil, por si, é responsável pelo aumento de CO2 atmosférico.",52,0,0,b,
257,258,o CO2 e a água são moléculas de alto teor energético.,52,1,0,c,
258,259,os carboidratos convertem energia solar em energia química.,52,0,0,d,
259,260,"a vida na Terra depende, em última análise, da energia proveniente do Sol.",52,0,0,e,
260,261,o progresso na técnica da síntese química de hormônios.,53,0,0,a,
261,262,impacto favorável na saúde de indivíduos diabéticos.,53,0,0,b,
262,263,a criação de animais transgênicos.,53,0,0,c,
263,264,o aperfeiçoamento do processo de extração de insulina a partir do pâncreas suíno.,53,1,0,d,
264,265,a seleção de microrganismos resistentes a antibióticos.,53,0,0,e,
265,266,aumento da porcentagem de carbono contido na Terra.,54,0,0,a,
266,267,redução na taxa de fotossíntese dos vegetais superiores.,54,0,0,b,
267,268,aumento da produção de carboidratos de origem vegetal.,54,0,0,c,
