,text,question_id,is_correct,has_image_alt,alternative,answer_image
11610,utilização dos pronomes “nos” (“um processo que não nos diz respeito”)  e “nossas” (“Ela é consequência de nossas escolhas”) .,2323,1,0,a,
11611,recusa a definir a desigualdade como “natural” (“tampouco uma decorrência natural”) .,2323,0,0,b,
11612,"referência a escolhas “institucionais” “consequência de nossas escolhas — sociais, educacionais, políticas, culturais e institucionais —”) .",2323,0,0,c,
11613,alusão à “concentração dos benefícios públicos” (“têm resultado em uma clara e crescente concentração dos benefícios públicos nas mãos de poucos”) .,2323,0,0,d,
11614,escolha do termo “apostar” (“ Prefiro apostar nos alertas ”)  para definir sua posição quanto ao tema.,2323,0,0,e,
11615,Consoante.,2324,0,0,a,
11616,Desde que.,2324,0,0,b,
11617,Uma vez que.,2324,0,0,c,
11618,Por conseguinte.,2324,0,0,d,
11619,Ainda que.,2324,1,0,e,
11620,"“Temendo-se"" (l.11)  por Se temendo.",2325,0,0,a,
11621,"“finge-se confundir"" (l.12)  por finge confundir-se.",2325,0,0,b,
11622,"“decreta-se"" (l.13)  por se decreta.",2325,1,0,c,
11623,"“que se quer defender"" (l.14)  por que quer defender-se.",2325,0,0,d,
11624,"“se poderia pensar"" (l.27)  por poderia-se pensar.",2325,0,0,e,
11625,Não existe solução simples nem prescrição adequada para eliminar a desigualdade.,2326,0,0,a,
11626,"Se tratarmos de afrontar à desigualdade, não existirá instruções precisas nem solução fácil.",2326,0,0,b,
11627,"Naquilo que tange ao combate à desigualdade, não há solução fácil, tampouco fórmula simples.",2326,1,0,c,
11628,"No que se refere à enfrentar a desigualdade, não existe remédio simples, nem dosagem certa.",2326,0,0,d,
11629,O enfrentamento da desigualdade se trata de algo sem saída fácil e sem receita secreta.,2326,0,0,e,
11630,"“intrínseco"" por inerente, em “Não se trata, porém, de algum critério intrínseco nem de parâmetros linguísticos"".",2327,1,0,a,
11631,"“inegável"" por incerta, em “Mesmo considerando a enorme e inegável importância que a escrita tem"".",2327,0,0,b,
11632,"“orais"" por comunicativos, em “continuamos povos orais"".",2327,0,0,c,
11633,"“equivocada"" por desordenada, em “Quando nos referimos à supremacia de um fenômeno sobre outro, temos logo a impressão de que se está falando em superioridade, mas, no caso da relação entre oralidade e escrita, essa é uma visão equivocada"".",2327,0,0,d,
11634,"“precedência"" por preferência, em “do ponto de vista cronológico, a fala tem precedência sobre a escrita"".",2327,0,0,e,
11635,"o termo “lugar”, em “Em primeiro lugar, deve-se ter em mente o aspecto que se está comparando”, foi empregado para delimitar parte de um espaço ou região.",2328,0,0,a,
11636,"o vocábulo “constante” foi empregado para qualificar o termo “aspecto”, em “Em primeiro lugar, deve-se ter em mente o aspecto que se está comparando e, em segundo, deve-se considerar que essa relação não é nem homogênea nem constante”.",2328,0,0,b,
11637,"a expressão “sobre a”, em “a fala tem precedência sobre a escrita” e “a escrita tem supremacia sobre a fala”, tem o sentido de a respeito da.",2328,0,0,c,
11638,"o trecho “Quando nos referimos”, em “Quando nos referimos à supremacia de um fenômeno sobre outro”, tem o mesmo sentido de Caso nos refiramos.",2328,0,0,d,
11639,"o vocábulo “logo”, em “Quando nos referimos à supremacia de um fenômeno sobre outro, temos logo a impressão de que se está falando em superioridade”, tem o sentido adverbial de imediatamente.",2328,1,0,e,
11640,“mas também um crime moral” (l.3) b) “mais do que infringir uma legalidade cívica” (l.18) c) “a quem ela não diz respeito” (l.23) d) “o que é intolerável e chocante” (l.26) e) “que a tradição materialista sistematizou sob o nome de totalidade” (l. 36 e 37),2329,0,0,a,
11641,“mais do que infringir uma legalidade cívica” (l.18) c) “a quem ela não diz respeito” (l.23) d) “o que é intolerável e chocante” (l.26) e) “que a tradição materialista sistematizou sob o nome de totalidade” (l. 36 e 37),2329,1,0,b,
11642,“a quem ela não diz respeito” (l.23) d) “o que é intolerável e chocante” (l.26) e) “que a tradição materialista sistematizou sob o nome de totalidade” (l. 36 e 37),2329,0,0,c,
11643,“o que é intolerável e chocante” (l.26) e) “que a tradição materialista sistematizou sob o nome de totalidade” (l. 36 e 37),2329,0,0,d,
11644,“que a tradição materialista sistematizou sob o nome de totalidade” (l. 36 e 37),2329,0,0,e,
11645,tempo. b) consequência.,2330,0,0,a,
11646,consequência.,2330,0,0,b,
11647,conclusão.,2330,1,0,c,
11648,explicação.,2330,0,0,d,
11649,adição.,2330,0,0,e,
11650,continua.,2331,1,0,a,
11651,se mantêm.,2331,0,0,b,
11652,quedar-se-á.,2331,0,0,c,
11653,sentir-se-á.,2331,0,0,d,
11654,surge.,2331,0,0,e,
11655,"“todos os cidadãos"" (L.15) .",2332,0,0,a,
11656,"“princípios constitucionais"" (L.13) .",2332,1,0,b,
11657,"“estes"" (L.16) .",2332,0,0,c,
11658,"“os membros de uma corporação profissional"" (L. 9 e 10) .",2332,0,0,d,
11659,"“funcionários e servidores da administração pública"" (L. 10 e 11) .",2332,0,0,e,
11660,Se.,2333,1,0,a,
11661,Caso.,2333,0,0,b,
11662,À medida que.,2333,0,0,c,
11663,Mesmo se.,2333,0,0,d,
11664,Apesar de.,2333,0,0,e,
11665,realce.,2334,1,0,a,
11666,reciprocidade.,2334,0,0,b,
11667,apassivação.,2334,0,0,c,
11668,reflexividade.,2334,0,0,d,
11669,indefinição.,2334,0,0,e,
11670,enfim.,2335,0,0,a,
11671,logo.,2335,0,0,b,
11672,de sorte que.,2335,1,0,c,
11673,desde que.,2335,0,0,d,
11674,a fim de que.,2335,0,0,e,
11675,a participação direta da população na gestão da vida pública constitui prática recente na sociedade brasileira.,2336,0,0,a,
11676,a democracia é uma condição para a existência da cidadania.,2336,1,0,b,
11677,os direitos civis e os direitos políticos merecem destaque entre os direitos dos cidadãos.,2336,0,0,c,
11678,o alargamento da concepção de cidadania nos dias de hoje constitui uma conquista da sociedade atual.,2336,0,0,d,
11679,a conquista do direito à liberdade individual e à propriedade é o objetivo maior de uma sociedade democrática,2336,0,0,e,
11680,“o mesmo” (l.14) .,2337,0,0,a,
11681,“votos estéreis” (l.6) .,2337,0,0,b,
11682,“o Tribunal Superior Eleitoral” (l. 6 e 7) .,2337,1,0,c,
11683,“dúvida” (l.19) .,2337,0,0,d,
11684,“resultado” (l.8) .,2337,0,0,e,
11685,conquanto.,2338,0,0,a,
11686,à medida que.,2338,0,0,b,
11687,enquanto.,2338,0,0,c,
11688,se.,2338,1,0,d,
11689,bem como.,2338,0,0,e,
11690,"Na linha 34, o termo “o sistema eleitoral” exerce a função de sujeito da locução verbal “é escolhido” (l. 34 e 35) .",2339,0,0,a,
11691,A expressão “com o surgimento de governos representativos na Europa e na América do Norte” (l. 33 e 34)  exprime uma consequência.,2339,0,0,b,
11692,O vocábulo “disciplinadamente” (l.8)  exprime circunstância de modo.,2339,1,0,c,
11693,"O uso do acento indicativo de crase nas expressões “à formação de um corpo eleitoral” (l.15)  e “à fixação de processos de votação” (l. 15 e 16)  é facultativo, pois as palavras “formação” e “fixação” estão empregadas de modo impreciso.",2339,0,0,d,
11694,"Na linha 17, o adjetivo “germânicas” expressa um atributo negativo de “monarquias”.",2339,0,0,e,
11695,“ancestral” (l.31) .,2340,0,0,a,
11696,“guerreiros” (l.5) .,2340,1,0,b,
11697,“aristocracia” (l.12) .,2340,0,0,c,
11698,“teoricamente” (l.18) .,2340,0,0,d,
11699,“Francesa” (l.24) .,2340,0,0,e,
11700,"Os termos “monopólio” (l.24)  e “oligopólio” (l.27)  podem ser considerados sinônimos no texto, pois têm o mesmo sentido: comércio realizado por poucos.",2341,0,0,a,
11701,"Na linha 30, o deslocamento do vocábulo “claramente” para após “regime” manteria o sentido original do texto.",2341,0,0,b,
11702,A substituição da vírgula após “global” (l.9)  por dois-pontos manteria a correção gramatical do período e o sentido original do texto.,2341,0,0,c,
11703,Os vocábulos “ainda” (l.13)  e “enquanto” (l.23)  exprimem tempo decorrido.,2341,0,0,d,
11704,Os adjetivos “estupenda” (l.12)  e “imperioso” (l.39)  são marcas de subjetividade no texto.,2341,1,0,e,
11705,"“cidadão"" (L.15) .",2342,1,0,a,
11706,"“Estado"" (L.16) .",2342,0,0,b,
11707,"“portador de direitos e deveres"" (L.17) .",2342,0,0,c,
11708,"“nacionalidade"" (L.19) .",2342,0,0,d,
11709,"“teoria constitucional moderna"" (L.15)",2342,0,0,e,
11710,"Nos dois casos, o cidadão, em relação ao Estado e à outros particulares, é titular de direitos e liberdades — mas permanece situado fora do campo estatal",2343,0,0,a,
11711,"Em ambos os casos, o cidadão é titular de direitos e liberdades em relação ao Estado e aos outros particulares mas, permanecendo situado fora do campo estatal",2343,0,0,b,
11712,"Nos dois casos, o cidadão é titular de direitos e liberdades em relação ao Estado e a outros particulares; no entanto, permanece situado fora do campo estatal",2343,1,0,c,
11713,"Em ambos os casos, o cidadão que é titular de direitos e liberdades em relação ao estado e a outros particulares permanece situado fora do estado",2343,0,0,d,
11714,"Em ambos casos, o cidadão, que é titular de direitos e liberdades em relação ao Estado e a outros particulares apesar de permanecer alheio ao campo estatal",2343,0,0,e,
11715,fosse suprimida a vírgula empregada imediatamente após o travessão na linha 30.,2344,0,0,a,
11716,"fosse inserida uma vírgula imediatamente após “gestão"" (L.4) .",2344,1,0,b,
11717,"fosse suprimida a vírgula empregada logo após “dúvida"" (L.18) .",2344,0,0,c,
11718,"fossem suprimidas as vírgulas que isolam o conectivo “ou seja"" (L.24) .",2344,0,0,d,
11719,fosse empregada vírgula imediatamente após o travessão na linha 11.,2344,0,0,e,
11720,A democracia indireta ou representativa é aquela que a função legislativa é exercida por um parlamento eleito pelo povo segundo Kelsen,2345,0,0,a,
11721,"Indireta ou representativa, a democracia, segundo Kelsen, é aquela cuja a função legislativa é exercida por um parlamento eleito pelo povo",2345,0,0,b,
11722,"Conforme Kelsen, a democracia indireta ou representativa é aquela na qual um parlamento eleito pelo povo exerce a função legislativa",2345,1,0,c,
11723,"Na democracia seja ela indireta ou representativa, a função legislativa é exercida, segundo Kelsen, por um parlamento, eleito pelo povo",2345,0,0,d,
11724,"A democracia, indireta ou representativa, segundo Kelsen, é aquela onde a função legislativa é exercida, por um parlamento eleito pelo povo",2345,0,0,e,
11725,“ondas de calor” (l.16) .,2346,1,0,a,
11726,“secas” (l.16) .,2346,0,0,b,
11727,"“secas, chuvas e inundações” (l. 16 e 17) .",2346,0,0,c,
11728,"“segurança alimentar, hídrica e energética” (l. 14 e 15) .",2346,0,0,d,
11729,“nível do mar” (l.15) .,2346,0,0,e,
11730,"A discussão sobre o espaço público de comunicação social restringe-se, no texto, ao contexto político das democracias.",2347,0,0,a,
11731,"Em países onde a oligarquia opera sob aparência democrática, o debate público é controlado por empresas detentoras de meios de comunicação de massa.",2347,1,0,b,
11732,"Em grandes democracias, a televisão e o rádio, nessa ordem, são os veículos que mais influenciam o resultado de eleições.",2347,0,0,c,
11733,"A primeira forma de comunicação social foi o jornal, cujo desenvolvimento foi propiciado pela descoberta dos caracteres de imprensa.",2347,0,0,d,
11734,As teorias políticas contemporâneas ignoram o efeito da técnica e da variedade de veículos de comunicação de massa na formação da opinião pública.,2347,0,0,e,
11735,"Nas sociedades tribais, chefes militares adquiriam poder político vitalício por meio do voto.",2348,0,0,a,
11736,"Na Idade Média, as eleições foram adotadas por monarquias, impérios e repúblicas.",2348,0,0,b,
11737,A Igreja e o parlamento inglês foram as instituições medievais que menos se serviram do voto.,2348,0,0,c,
11738,A organização de sistemas eleitorais é um fenômeno tardio na história do voto.,2348,1,0,d,
11739,"Para entender a origem do voto, é preciso considerar tanto fatos históricos conhecidos, como a Revolução Francesa, quanto a interpretação de lendas, como a das reformas políticas de Licurgo e Sólon na Grécia.",2348,0,0,e,
11740,um pedido.,2349,0,0,a,
11741,um anseio.,2349,1,0,b,
11742,um compromisso.,2349,0,0,c,
11743,uma condição.,2349,0,0,d,
11744,uma frustração.,2349,0,0,e,
11745,Apenas o item I está certo.,2350,0,0,a,
11746,Apenas o item II está certo.,2350,1,0,b,
11747,Apenas os itens I e III estão certos.,2350,0,0,c,
11748,Apenas os itens II e III estão certos.,2350,0,0,d,
11749,Todos os itens estão certos.,2350,0,0,e,
11750,resenha.,2351,0,0,a,
11751,discurso.,2351,1,0,b,
11752,verbete.,2351,0,0,c,
11753,notícia.,2351,0,0,d,
11754,relato histórico.,2351,0,0,e,
11755,“o resultado final” (l.14) .,2352,0,0,a,
11756,“embasar tanto a postura dos que votam em branco quanto a dos que votam nulo” (l. 12 e 13) .,2352,0,0,b,
11757,“voto em branco ou nulo” (l.11) .,2352,0,0,c,
11758,“apresentar voto em branco ou nulo” (l.11) .,2352,1,0,d,
11759,“comparecer às urnas no dia das eleições” (l.10) .,2352,0,0,e,
11760,"“adotada"" l.1) .",2353,0,0,a,
11761,"“opção"" (l.6) .",2353,1,0,b,
11762,"“específico"" (l.9) .",2353,0,0,c,
11763,"“carimbados"" (l.16) .",2353,0,0,d,
11764,"“Hoje"" (l.20)",2353,0,0,e,
11765,resultam da elevação na temperatura terrestre média.,2354,0,0,a,
11766,tornam inviáveis as práticas agropecuárias.,2354,0,0,b,
11767,trazem riscos às áreas urbanas e à segurança das populações.,2354,1,0,c,
11768,têm efeitos irreversíveis.,2354,0,0,d,
11769,afetam de forma igual toda a população mundial.,2354,0,0,e,
11770,“retome” (l.39) b) “fez-se” (l.3) c) “criar” (l.9) d) “seria” (l.4) e) “devem” (l.42),2355,0,0,a,
11771,“fez-se” (l.3) c) “criar” (l.9) d) “seria” (l.4) e) “devem” (l.42),2355,0,0,b,
11772,“criar” (l.9) d) “seria” (l.4) e) “devem” (l.42),2355,0,0,c,
11773,“seria” (l.4) e) “devem” (l.42),2355,1,0,d,
11774,“devem” (l.42),2355,0,0,e,
11775,foram criados para reunir os indivíduos eleitos pelo povo por voto direto.,2356,0,0,a,
11776,passaram a ser mais bem aceitos quando os países publicaram suas primeiras constituições federais.,2356,0,0,b,
11777,atuam somente em sistemas indiretos ou representativos.,2356,1,0,c,
11778,foram criados porque indivíduos isolados não devem atuar em órgãos públicos.,2356,0,0,d,
11779,devem fiscalizar a atuação de funcionários do governo.,2356,0,0,e,
11780,"É em torno da substância que é o direito à vida que todos os direitos combinam-se, desdobram-se, somam-se para que o sistema se aproxime cada vez mais da ideia concretizável de justiça social.",2357,1,0,a,
11781,"O direito à vida é substância em torno da qual todos os direitos se conjugam, se desdobram, se somam para o sistema ficar cada vez mais próximo da ideia de justiça social que se concretiza.",2357,0,0,b,
11782,"O direito à vida é a substância em cujo torno todos os direitos conjugam-se, se desdobram, se somam para que o sistema fique mais e mais próximo da ideia de justiça social concretizável.",2357,0,0,c,
11783,"É o direito à vida componente pelo qual todos os direitos são conjugados, desdobrados e somados para que o sistema fique cada dia mais aproximado da ideia de concretização da justiça social.",2357,0,0,d,
11784,"O direito à vida é a matéria em volta de quem os direitos se conjugam, desdobram-se e somam para a ideia concretizável de justiça social ficar mais próxima do sistema.",2357,0,0,e,
11785,o poder popular é exercido pelos representantes eleitos pelo povo.,2358,0,0,a,
11786,os juízes são “autênticos agentes do poder popular” (l.8) .,2358,1,0,b,
11787,o poder dos juízes é legítimo por ser compatível com “as regras do Estado de direito” (l. 7 e 8) .,2358,0,0,c,
11788,"os juízes italianos pronunciam a sentença em nome do povo, porque assim determina a Constituição.",2358,0,0,d,
11789,o Estado distribui o poder popular entre os juízes.,2358,0,0,e,
11790,restringe a referência da expressão “direitos do indivíduo” (L.5) .,2359,0,0,a,
11791,exerce a função de sujeito da forma verbal “acrescentou” (L.5) .,2359,0,0,b,
11792,exemplifica os “direitos do indivíduo” (L.5) .,2359,0,0,c,
11793,exerce a função de aposto.,2359,0,0,d,
11794,exerce a função de complemento direto da forma verbal “acrescentou” (L.5) .,2359,1,0,e,
11795,probabilidade.,2360,0,0,a,
11796,capacidade.,2360,0,0,b,
11797,permissão.,2360,0,0,c,
11798,obrigação.,2360,1,0,d,
11799,necessidade.,2360,0,0,e,
11800,"No terceiro parágrafo, os vocábulos “significados” (L.18)  e “sentidos” (L.20)  foram empregados como sinônimos.",2361,1,0,a,
11801,Seria mantida a correção gramatical do texto caso o trecho “é utilizado” (L.28)  fosse substituído por se utiliza.,2361,0,0,b,
11802,A correção gramatical do texto seria mantida caso a forma verbal “é” (L.2)  fosse flexionada no plural — são — para concordar com “razões”.,2361,0,0,c,
11803,O vocábulo “correntes” (L.5)  foi empregado no texto no sentido de fluentes.,2361,0,0,d,
11804,Seria mantida a correção gramatical do texto caso fosse suprimido o acento indicativo de crase em “à capacidade do trabalhador” (L.15) .,2361,0,0,e,
11805,proporcionalidade.,2362,0,0,a,
11806,tempo.,2362,1,0,b,
11807,causa.,2362,0,0,c,
11808,consequência.,2362,0,0,d,
11809,condição,2362,0,0,e,
11810,I e III.,2363,0,0,a,
11811,I e IV.,2363,1,0,b,
11812,II e III.,2363,0,0,c,
11813,II e IV.,2363,0,0,d,
11814,III e IV.,2363,0,0,e,
11815,conjuração.,2364,0,0,a,
11816,seleção.,2364,0,0,b,
11817,segregação.,2364,0,0,c,
11818,combinação.,2364,1,0,d,
11819,consolidação.,2364,0,0,e,
11820,"conservação, de causa desconhecida, dos formatos da vegetação da região norte do Tocantins.",2365,0,0,a,
11821,introdução de elementos vivos resistentes em folhas e caules de plantas a fim de preservá-las da extinção.,2365,0,0,b,
