,Unnamed: 0,text,alternative,right_answer,question_id,is_correct
90,90,consolidar a imagem de Vargas como um governante protetor das massas.,A,,19,False
91,91,"aumentar os grupos de discussão política dos trabalhadores, estimulados pelas palavras do ministro.",B,,19,False
92,92,"conscientizar os trabalhadores de que os direitos sociais foram conquistados por seu esforço, após anos de lutas sindicais.",C,,19,False
93,93,"promover a autonomia dos grupos sociais, por meio de uma linguagem simples e de fácil entendimento.",D,,19,True
94,94,"estimular os movimentos grevistas, que reivindicavam um aprofundamento dos direitos trabalhistas.",E,,19,False
95,95,estimular a formação de propriedades comunais.,A,,20,False
96,96,vincular democracia e possibilidades econômicas individuais.,B,,20,False
97,97,defender a obrigação de que todos os indivíduos tenham propriedades.,C,,20,False
98,98,submeter o indivíduo à proteção do governo.,D,,20,True
99,99,hierarquizar os indivíduos segundo suas posses.,E,,20,False
100,100,"Devido à falta de recursos naturais a serem explorados no Brasil, conflitos étnicos e culturais como os ocorridos na África estiveram ausentes no período da independência e formação do Estado brasileiro.",A,,21,False
101,101,"A maior distinção entre os processos histórico formativos dos continentes citados é a que se estabelece entre colonizador e colonizado, ou seja, entre a Europa e os demais.",B,,21,True
102,102,"À época das conquistas, a América Latina, a África e a Ásia tinham sistemas políticos e administrativos muito mais sofisticados que aqueles que lhes foram impostos pelo colonizador.",C,,21,False
103,103,"Comparadas ao México e ao Peru, as instituições brasileiras, por terem sido eliminadas à época da conquista, sofreram mais influência dos modelos institucionais europeus.",D,,21,False
104,104,"O modelo histórico da formação do Estado asiático equipara-se ao brasileiro, pois em ambos se manteve o espírito das formas de organização anteriores à conquista.",E,,21,False
105,105,a Constituição de 1937 seria a preparação para uma futura democracia liberal.,A,,22,False
106,106,Vargas seria o homem capaz de exercer o poder de modo inteligente e correto.,B,,22,False
107,107,"os eleitores, políticos e juízes seriam mal-intencionados.",C,,22,False
108,108,"o governo Vargas seria um mal necessário, mas transitório.",D,,22,False
109,109,Vargas seria o homem adequado para implantar a democracia de partidos.,E,,22,True
110,110,os ingredientes em decomposição das poções mágicas eram condenados porque afetavam a saúde da população.,A,,23,False
111,111,"as feiticeiras representavam séria ameaça à sociedade, pois eram perceptíveis suas tendências feministas.",B,,23,False
112,112,os cristãos deviam preservar a instituição do casamento recorrendo exclusivamente aos ensinamentos da Igreja.,C,,23,False
113,113,"o problema dos métodos citados no trecho residia na dissimulação, que acabava por enganar o enfeitiçado.",D,,23,False
114,114,o diabo era um concorrente poderoso da autoridade da Igreja e somente a justiça do fogo poderia eliminá-lo.,E,,23,True
115,115,"o Brasil é um país periférico na ordem mundial, devido às diferentes conjunturas de inserção internacional.",A,,24,False
116,116,"as possibilidades de fazer prevalecer ideias e conceitos próprios, no que tange aos temas do comércio internacional e dos países em desenvolvimento, são mínimas.",B,,24,False
117,117,as brechas do sistema internacional não foram bem aproveitadas para avançar posições voltadas para a criação de uma área de cooperação e associação integrada a seu entorno geográfico.,C,,24,False
118,118,os grandes debates nacionais acerca da inserção internacional do Brasil foram embasados pelas elites do Império e da República por meio de consultas aos diversos setores da população.,D,,24,False
119,119,"a atuação do Brasil em termos de política externa evidencia que o país tem capacidade decisória própria, mesmo diante dos constrangimentos internacionais.",E,,24,True
120,120,"do repúdio que os escravos trabalhadores dos portos demonstravam contra os marinheiros, porque estes representavam a elite branca opressora.",A,,25,True
121,121,"da expulsão de vários líderes negros independentistas, que defendiam a implantação de uma república negra, a exemplo do Haiti.",B,,25,False
122,122,"dos rumores acerca da revolta escrava do Haiti, que circulavam entre a população escrava e entre os mestiços pobres, alimentando seu desejo por mudanças.",C,,25,False
123,123,"da rejeição aos portugueses, brancos, que significava a rejeição à opressão da Metrópole, como ocorreu na Noite das Garrafadas.",D,,25,False
124,124,"do apoio que escravos e negros forros deram à monarquia, com a perspectiva de receber sua proteção contra as injustiças do sistema escravista.",E,,25,False
125,125,os novos teares exigiam treinamento especializado para serem operados.,A,,26,False
126,126,"os artesãos, no período anterior, combinavam a tecelagem com o cultivo de subsistência.",B,,26,False
127,127,os trabalhadores não especializados se apropriaram dos lugares dos antigos artesãos nas fábricas.,C,,26,False
128,128,a invenção do tear propiciou o surgimento de novas relações sociais.,D,,26,True
129,129,os tecelões mais hábeis prevaleceram sobre os inexperientes.,E,,26,False
130,130,a erradicação da fome no mundo.,A,,27,False
131,131,o aumento das áreas rurais e a diminuição das áreas urbanas.,B,,27,False
132,132,"a maior demanda por recursos naturais, entre os quais os recursos energéticos.",C,,27,True
133,133,a menor necessidade de utilização de adubos e corretivos na agricultura.,D,,27,False
134,134,"o contínuo aumento da oferta de emprego no setor primário da economia, em face da mecanização.",E,,27,False
135,135,"as populações nos grandes centros urbanos e no meio rural recorrem aos instrumentos e tecnologias de informação basicamente como meio de comunicação mútua, e não os veem como fontes de educação e cultura.",A,,28,True
136,136,"a intensificação do fluxo de comunicação por meios eletrônicos, característica do processo de globalização, está dissociada do desenvolvimento social e cultural que ocorre no meio rural.",B,,28,False
137,137,"a ampla difusão das tecnologias de informação nos centros urbanos e no meio rural suscita o contato entre diferentes culturas e, ao mesmo tempo, traz a necessidade de reformular as concepções tradicionais de educação.",C,,28,False
138,138,"a apropriação, por parte de um grupo social, de valores e ideias de outras culturas para benefício próprio é fonte de conflitos e ressentimentos.",D,,28,False
139,139,"as mudanças sociais e culturais que acompanham o processo de globalização, ao mesmo tempo em que refletem a preponderância da cultura urbana, tornam obsoletas as formas de educação tradicionais próprias do meio rural.",E,,28,False
140,140,o processo de migração para o Sudeste contribui para o fenômeno conhecido como inchaço urbano.,A,,29,False
141,141,"as migrações para o sudeste desencadearam a valorização do trabalho manual, sobretudo na década de 80.",B,,29,False
142,142,"a falta de especialização dos migrantes é positiva para os empregadores, pois significa maior versatilidade profissional.",C,,29,True
143,143,o processo migratório foi desencadeado por ações de governo para viabilizar a produção industrial no Sudeste.,D,,29,False
144,144,os governos estaduais do Sudeste priorizaram a qualificação da mão-de-obra migrante.,E,,29,False
145,145,"ambiente de pobreza e privação, que carece de conforto mínimo para a sobrevivência da família.",A,,30,False
146,146,"mundo mágico, capaz de recuperar o encantamento perdido durante o período de decadência da aristocracia rural mineira.",B,,30,False
147,147,"cena familiar, na qual o calor humano dos habitantes da casa ocupa o primeiro plano, compensando a frieza e austeridade dos objetos antigos.",C,,30,False
148,148,"símbolo de um passado ilustre que, apesar de superado, ainda resiste à sua total dissolução graças ao cuidado e asseio que a família dispensa à conservação da casa.",D,,30,False
149,149,"espaço arruinado, onde os objetos perderam seu esplendor e sobre os quais a vida repousa como lembrança de um passado que está em vias de desaparecer completamente.",E,,30,True
150,150,os fazendeiros puderam prescindir da mão-de-obra europeia e contrataram trabalhadores brasileiros provenientes de outras regiões para trabalhar em suas plantações.,A,,31,False
151,151,"as notícias de terras acessíveis atraíram para São Paulo grande quantidade de imigrantes, que adquiriram vastas propriedades produtivas.",B,,31,True
152,152,"o percurso dos imigrantes até o interior, antes das ferrovias, era feito a pé ou em muares; no entanto, o tempo de viagem era aceitável, uma vez que o café era plantado nas proximidades da capital, São Paulo.",C,,31,False
153,153,a expansão da malha ferroviária pelo interior de São Paulo permitiu que mão-de-obra estrangeira fosse contratada para trabalhar em cafezais de regiões cada vez mais distantes do porto de Santos.,D,,31,False
154,154,"o escoamento da produção de café se viu beneficiado pelos aportes de capital, principalmente de colonos italianos, que desejavam melhorar sua situação econômica.",E,,31,False
155,155,constituírem um passo importante para a diminuição das desigualdades sociais causadas pela polarização social e pela segregação urbana.,A,,32,False
156,156,"terem sido diretamente impactadas pelo processo de internacionalização da economia, desencadeado a partir do final dos anos 1970.",B,,32,False
157,157,terem sua origem diretamente relacionadas ao processo de colonização ocidental do século XIX.,C,,32,False
158,158,possuírem o mesmo nível de influência no cenário mundial.,D,,32,True
159,159,fortalecerem os laços de cidadania e solidariedade entre os membros das diversas comunidades.,E,,32,False
160,160,negociam com os fazendeiros o reajuste dos honorários e a redução da carga horária de trabalho.,A,,33,False
161,161,defendem os direitos dos consumidores junto aos armazéns e mercados das fazendas e carvoarias.,B,,33,False
162,162,substituem as autoridades policiais e jurídicas na resolução dos conflitos entre patrões e empregados.,C,,33,False
163,163,encaminham denúncias ao Ministério Público e promovem ações de conscientização dos trabalhadores.,D,,33,True
164,164,fortalecem a administração pública ao ministrarem aulas aos seus servidores.,E,,33,False
165,165,"a situação conflituosa vivida no campo, que impede o crescimento da produção agrícola.",A,,34,False
166,166,os sistemas de cultivo mecanizado voltados para o abastecimento do mercado interno.,B,,34,False
167,167,a baixa inserção de sua agricultura no comércio mundial.,C,,34,True
168,168,a quantidade insuficiente de mão-de-obra para o trabalho agrícola.,D,,34,False
169,169,a presença de estruturas agrárias arcaicas formadas por latifúndios improdutivos.,E,,34,False
170,170,as duas civilizações tinham cidades autônomas e independentes entre si.,A,,35,False
171,171,"os povos do Xingu falavam uma mesma língua, tal como nas cidades-Estado da Grécia.",B,,35,False
172,172,as cidades do Xingu dedicavam-se à arte e à filosofia tal como na Grécia.,C,,35,True
173,173,as ruínas das cidades mencionadas atestam que grandes epidemias dizimaram suas populações.,D,,35,False
174,174,"as cidades do Xingu desenvolveram a democracia, tal como foi concebida em Tebas.",E,,35,False
175,175,"a diminuição do comércio entre países e regiões, que se tornaram autossuficientes na produção de bens e serviços.",A,,36,False
176,176,"a ocorrência de desastres ambientais de grandes proporções, como no caso de derramamento de óleo por navios petroleiros.",B,,36,True
177,177,"a melhora generalizada das condições de vida da população mundial, a partir da eliminação das desigualdades econômicas na atualidade.",C,,36,False
178,178,"o desmatamento, que eliminou grandes extensões de diversos biomas improdutivos, cujas áreas passaram a ser ocupadas por centros industriais modernos.",D,,36,False
179,179,"o aumento demográfico mundial, sobretudo nos países mais desenvolvidos, que apresentam altas taxas de crescimento vegetativo.",E,,36,False
180,180,"do norte do Mato Grosso, área de expansão da agricultura mecanizada, é a mais violenta do país.",A,,37,False
181,181,da Zona da Mata mineira teve o maior registro de mortes.,B,,37,True
182,182,conhecida historicamente como das Missões Jesuíticas é a de maior violência.,C,,37,False
183,183,do Bico do Papagaio apresenta os números mais expressivos.,D,,37,False
184,184,conhecida como oeste baiano tem o maior número de mortes.,E,,37,False
185,185,"garantir, aos países em desenvolvimento, acesso a matérias-primas e energia, necessárias ao crescimento econômico.",A,,38,True
186,186,"contribuir para a redução da poluição em áreas ambientalmente já degradadas devido ao grande volume da produção industrial, como ocorreu na Europa.",B,,38,False
187,187,"promover a participação dos combustíveis fósseis na matriz energética mundial, dominada, majoritariamente, pelas fontes renováveis, de maior custo.",C,,38,False
188,188,situar-se em uma zona geopolítica mais estável que o Oriente Médio.,D,,38,False
189,189,"possibilitar o povoamento de uma região pouco habitada, além de promover seu desenvolvimento econômico.",E,,38,False
190,190,a cultura dos povos é reduzida a exemplos esquemáticos que não encontram respaldo na história do Brasil ou da América.,A,,39,False
191,191,"as cidades, na primeira afirmação, têm um papel mais fraco na vida social, enquanto a América é mostrada como um exemplo a ser evitado.",B,,39,False
192,192,"a objeção inicial, de que as cidades não podem ser inventadas, é negada logo em seguida pelo exemplo utópico da colonização da América.",C,,39,False
193,193,"a concepção fundamental da primeira afirmação defende a construção de cidades e a segunda mostra, historicamente, que essa estratégia acarretou sérios problemas.",D,,39,False
194,194,"a primeira entende que as cidades devem ser organismos vivos, que nascem de forma espontânea, e a segunda mostra que há exemplos históricos que demonstram o contrário.",E,,39,True
195,195,"a região Norte apresenta o segundo menor percentual de imóveis produtivos, possivelmente em razão da presença de densa cobertura florestal, protegida por legislação ambiental.",A,,40,True
196,196,"a região Centro-Oeste apresenta o menor percentual de área ocupada por minifúndios, o que inviabiliza políticas de reforma agrária nesta região.",B,,40,False
197,197,imóveis improdutivos são predominantes em relação às demais formas de ocupação da terra no âmbito nacional e na maioria das regiões.,C,,40,False
198,198,"o índice de 63,8% de imóveis improdutivos demonstra que grande parte do solo brasileiro é de baixa fertilidade, impróprio para a atividade agrícola.",D,,40,False
199,199,"o percentual de imóveis improdutivos iguala-se ao de imóveis produtivos somados aos minifúndios, o que justifica a existência de conflitos por terra.",E,,40,False
200,200,“Que devora a voz do morto” (v. 9).,A,,41,False
201,201,“lobo-bolo//Tipo pra rimar com ouro de tolo? (v. 11-12),B,,41,False
202,202,"“Tease me, tease me outra vez” (v. 14)",C,,41,False
203,203,“Quando um doce bardo brada a toda brida” (v. 2).,D,,41,True
204,204,"“Em velas pandas, suas esquisitas rimas?” (v. 3).",E,,41,False
205,205,é o leitor que constrói a versão final do texto.,A,,42,True
206,206,o autor detém o controle absoluto do que escreve.,B,,42,False
207,207,aclara os limites entre o leitor e o autor.,C,,42,False
208,208,propicia um evento textual-interativo em que apenas o autor é ativo.,D,,42,False
209,209,só o autor conhece o que eletronicamente se dispõe para o leitor.,E,,42,False
210,210,24.,A,,43,False
211,211,32.,B,,43,True
212,212,4.,C,,43,False
213,213,8.,D,,43,False
214,214,16.,E,,43,False
215,215,podem ser exploradas sem causarem alterações ambientais.,A,,44,False
216,216,já estão comprometidas com o setor industrial interno daquele país.,B,,44,False
217,217,a Venezuela é uma grande potência energética mundial.,C,,44,False
218,218,a Venezuela já está integrada ao MERCOSUL.,D,,44,False
219,219,"são reservas comprovadas, mas ainda inexploradas.",E,,44,True
220,220,a criação de parques ecológicos na área do pantanal mato-grossense.,A,,45,False
221,221,"a proibição da pesca e da caça, que tanto ameaçam a biodiversidade.",B,,45,False
222,222,"o aumento das pastagens na área da planície, para que a cobertura vegetal, composta de gramíneas, evite a erosão do solo.",C,,45,False
223,223,"o controle do desmatamento e da erosão, principalmente nas nascentes dos rios responsáveis pelo nível das águas durante o período de cheias.",D,,45,True
224,224,"a construção de barragens, para que o nível das águas dos rios seja mantido, sobretudo na estiagem, sem prejudicar os ecossistemas.",E,,45,False
225,225,"as áreas com escassez hídrica na América do Sul se restringem às regiões tropicais, onde as médias de temperatura anual são mais altas, justificando a falta de desenvolvimento e os piores indicadores sociais.",A,,46,False
226,226,"o mesmo tipo de cobertura vegetal é encontrado nas áreas superáridas, áridas e semiáridas, mas essa cobertura, embora adaptada às condições climáticas, é desprovida de valor econômico.",B,,46,True
227,227,"a existência de áreas superáridas, áridas e semiáridas é resultado do processo de desertificação, de intensidade variável, causado pela ação humana.",C,,46,False
228,228,"o emprego de modernas técnicas de irrigação possibilitou a expansão da agricultura em determinadas áreas do semiárido, integrando-as ao comércio internacional.",D,,46,False
229,229,"o semiárido, por apresentar déficit de precipitação, passou a ser habitado a partir da Idade Moderna, graças ao avanço científico e tecnológico.",E,,46,False
230,230,o Tratado de Madri reconheceu a expansão portuguesa além da linha de Tordesilhas.,A,,47,False
231,231,"Portugal, pelo Tratado de San Ildefonso, perdia territórios na América em relação ao de Tordesilhas.",B,,47,False
232,232,o Tratado de Madri criou a divisão administrativa da América Portuguesa em Vice-Reinos Oriental e Ocidental.,C,,47,True
233,233,"Portugal, pelo Tratado de Tordesilhas, detinha o controle da foz do rio Amazonas.",D,,47,False
234,234,o Tratado de Tordesilhas utilizava os rios como limite físico da América portuguesa.,E,,47,False
235,235,"Belo Horizonte, e em seguida embarcou para Curitiba.",A,,48,False
236,236,"Belo Horizonte, e em seguida embarcou para Salvador.",B,,48,True
237,237,"Boa Vista, e em seguida embarcou para Porto Velho.",C,,48,False
238,238,"Goiânia, e em seguida embarcou para o Rio de Janeiro.",D,,48,False
239,239,"Goiânia, e em seguida embarcou para Manaus.",E,,48,False
240,240,ampliasse a medida do lado do quadrado em 4%.,A,,49,False
241,241,ampliasse a área do quadrado em 4%.,B,,49,False
242,242,duplicasse a medida do lado do quadrado.,C,,49,True
243,243,triplicasse a medida do lado do quadrado.,D,,49,False
244,244,triplicasse a área do quadrado.,E,,49,False
245,245,enem-data/enem-2009/86-images/alt_img_2.png,A,,50,False
246,246,enem-data/enem-2009/86-images/alt_img_3.png,B,,50,False
247,247,enem-data/enem-2009/86-images/alt_img_4.png,C,,50,False
248,248,enem-data/enem-2009/86-images/alt_img_0.png,D,,50,True
249,249,enem-data/enem-2009/86-images/alt_img_1.png,E,,50,False
250,250,os genótipos e os fenótipos idênticos.,A,,51,False
251,251,os genótipos idênticos e os fenótipos diferentes.,B,,51,True
252,252,diferenças nos genótipos e fenótipos.,C,,51,False
253,253,o mesmo fenótipo e apenas dois genótipos diferentes.,D,,51,False
254,254,o mesmo fenótipo e grande variedade de genótipos.,E,,51,False
255,255,o processo respiratório é responsável pela retirada de carbono da atmosfera.,A,,52,False
256,256,"a produção de biomassa e de combustível fóssil, por si, é responsável pelo aumento de CO2 atmosférico.",B,,52,False
257,257,o CO2 e a água são moléculas de alto teor energético.,C,,52,True
258,258,os carboidratos convertem energia solar em energia química.,D,,52,False
259,259,"a vida na Terra depende, em última análise, da energia proveniente do Sol.",E,,52,False
260,260,o progresso na técnica da síntese química de hormônios.,A,,53,False
261,261,impacto favorável na saúde de indivíduos diabéticos.,B,,53,False
262,262,a criação de animais transgênicos.,C,,53,False
263,263,o aperfeiçoamento do processo de extração de insulina a partir do pâncreas suíno.,D,,53,True
264,264,a seleção de microrganismos resistentes a antibióticos.,E,,53,False
265,265,aumento da porcentagem de carbono contido na Terra.,A,,54,False
266,266,redução na taxa de fotossíntese dos vegetais superiores.,B,,54,False
267,267,aumento da produção de carboidratos de origem vegetal.,C,,54,False
268,268,aumento na quantidade de carbono presente na atmosfera.,D,,54,True
269,269,redução da quantidade global de carbono armazenado nos oceanos.,E,,54,False
270,270,"ser amplamente aplicada em animais, visto que esses são os principais transmissores do vírus para os seres humanos.",A,,55,True
271,271,"estimular a imunidade, minimizando a transmissão do vírus por gotículas de saliva.",B,,55,False
272,272,"induzir a imunidade, para proteger o organismo da contaminação viral.",C,,55,False
273,273,"ser capaz de alterar o genoma do organismo portador, induzindo a síntese de enzimas protetoras.",D,,55,False
274,274,"produzir antígenos capazes de se ligarem ao vírus, impedindo que este entre nas células do organismo humano.",E,,55,False
275,275,800 m.,A,,56,False
276,276,1.600 m.,B,,56,False
277,277,6.400 m.,C,,56,False
278,278,80 m.,D,,56,False
279,279,430 m.,E,,56,True
280,280,"Ptolomeu apresentou as ideias mais valiosas, por serem mais antigas e tradicionais.",A,,57,False
281,281,Copérnico desenvolveu a teoria do heliocentrismo inspirado no contexto político do Rei Sol.,B,,57,False
282,282,Copérnico viveu em uma época em que a pesquisa científica era livre e amplamente incentivada pelas autoridades.,C,,57,False
283,283,Kepler estudou o planeta Marte para atender às necessidades de expansão econômica e científica da Alemanha.,D,,57,False
284,284,"Kepler apresentou uma teoria científica que, graças aos métodos aplicados, pôde ser testada e generalizada.",E,,57,True
285,285,"reprodutor, pois secreta hormônios que alteram a temperatura, principalmente durante a menopausa.",A,,58,False
